"","interest_rate","income_ver","debt_to_income","credit_util","bankruptcy","term","issue","credit_checks"
"3094",6.72,"Verified",3.26,"0.581","yes",36,1,4
"3095",15.05,"Verified",39.25,"0.308","no",36,3,4
"3096",10.42,"Not Verified",16.34,"0.785","no",36,1,1
"3097",7.97,"Not Verified",8.04,"0.247","no",36,1,1
"3098",7.34,"Verified",9.83,"0.062","no",60,3,2
"3099",15.05,"Source Verified",8.21,"0.539","no",36,2,0
"3100",19.03,"Not Verified",21.03,"0.085","no",36,1,6
"3101",20.39,"Verified",17.49,"0.870","no",36,2,2
"3102",9.92,"Not Verified",11.6,"0.954","no",60,3,2
"3103",16.02,"Source Verified",32.19,"0.635","no",36,2,0
"3104",16.01,"Verified",12.14,"0.141","no",60,3,2
"3105",24.85,"Not Verified",31.1,"0.444","no",60,1,10
"3106",24.84,"Not Verified",38.21,"0.212","no",60,3,2
"3107",13.59,"Source Verified",38.39,"0.977","no",60,2,2
"3108",13.58,"Not Verified",39.89,"0.253","no",60,3,5
"3109",6.08,"Not Verified",7.04,"0.046","no",36,1,0
"3110",7.35,"Verified",19.58,"0.275","no",36,1,0
"3111",7.35,"Source Verified",21.67,"0.184","no",36,1,0
"3112",13.58,"Not Verified",7.05,"0.519","no",36,3,9
"3113",9.44,"Not Verified",9.69,"0.665","no",36,1,0
"3114",17.09,"Verified",22.53,"0.558","no",60,2,10
"3115",12.62,"Source Verified",28.6,"0.608","no",36,2,1
"3116",12.61,"Source Verified",10.29,"0.116","yes",60,3,0
"3117",7.34,"Source Verified",8.17,"0.467","no",36,3,0
"3118",19.03,"Verified",21.08,"0.346","no",36,1,3
"3119",6.71,"Not Verified",29.92,"0.281","no",36,3,0
"3120",6.08,"Not Verified",13.41,"0.033","no",36,2,0
"3121",10.42,"Not Verified",7.97,"0.653","no",36,2,0
"3122",9.92,"Not Verified",31.45,"0.243","no",36,3,3
"3123",19.42,"Verified",18.92,"0.610","yes",36,3,3
"3124",14.07,"Verified",23.64,"0.351","no",60,3,4
"3125",7.35,"Not Verified",10.92,"0.263","no",60,2,4
"3126",18.45,"Verified",31.29,"0.234","no",36,3,1
"3127",6.08,"Source Verified",27.95,"0.191","no",36,1,0
"3128",12.62,"Verified",20.18,"0.781","no",36,1,0
"3129",15.04,"Source Verified",8.96,"0.542","no",36,3,0
"3130",7.35,"Not Verified",21.83,"0.128","no",60,1,0
"3131",6.07,"Not Verified",16.17,"0.177","no",36,3,3
"3132",6.72,"Not Verified",25.9,"0.200","no",36,1,0
"3133",5.32,"Not Verified",6.51,"0.601","no",36,1,1
"3134",26.3,"Verified",24.42,"0.836","yes",60,1,0
"3135",7.35,"Verified",15.16,"0.114","no",60,2,4
"3136",10.9,"Verified",60.22,"0.786","no",36,3,2
"3137",9.93,"Source Verified",13.84,"0.171","no",36,1,4
"3138",15.05,"Not Verified",17.48,"0.173","no",36,1,3
"3139",6.07,"Not Verified",23.28,"0.874","no",36,2,4
"3140",5.32,"Not Verified",19.15,"0.268","no",36,1,1
"3141",18.06,"Not Verified",15.89,"0.112","no",36,2,3
"3142",26.3,"Verified",26.72,"0.516","yes",60,2,4
"3143",14.07,"Source Verified",12.56,"0.640","no",36,3,3
"3144",19.03,"Source Verified",134.53,"0.462","no",60,1,4
"3145",15.05,"Source Verified",10.41,"0.689","no",60,2,0
"3146",6.72,"Not Verified",8.87,"0.241","no",36,2,2
"3147",14.08,"Verified",21.75,"0.211","no",36,1,1
"3148",11.99,"Source Verified",3.18,"0.030","no",36,1,1
"3149",5.31,"Not Verified",10.98,"0.101","no",36,3,0
"3150",23.87,"Verified",7.72,"0.672","no",60,2,13
"3151",9.43,"Not Verified",20.48,"0.668","no",36,3,2
"3152",6.72,"Source Verified",17.18,"0.216","no",36,2,0
"3153",19.03,"Verified",26.1,"0.805","no",60,1,0
"3154",11.99,"Source Verified",24.81,"0.263","no",36,1,2
"3155",21.45,"Source Verified",17.37,"0.534","no",60,1,2
"3156",6.08,"Source Verified",7.65,"0.122","no",36,2,2
"3157",11.98,"Source Verified",20.1,"0.342","yes",36,2,8
"3158",9.43,"Source Verified",20.25,"0.845","no",36,3,1
"3159",5.32,"Not Verified",4.93,"0.107","no",36,2,0
"3160",10.9,"Source Verified",62.57,"0.381","no",36,3,0
"3161",7.34,"Not Verified",28.82,"0.099","no",36,3,2
"3162",10.9,"Source Verified",4.84,"0.255","yes",36,3,0
"3163",6.72,"Verified",26.69,"0.602","no",36,1,0
"3164",10.42,"Verified",22.65,"0.141","yes",60,2,9
"3165",10.9,"Source Verified",34.72,"0.334","no",36,3,2
"3166",17.47,"Verified",8.94,"0.022","no",60,3,1
"3167",16.01,"Source Verified",18.99,"0.788","yes",36,3,1
"3168",11.99,"Not Verified",5.31,"0.353","no",36,2,1
"3169",26.3,"Source Verified",7.46,"0.666","yes",60,1,0
"3170",9.44,"Not Verified",26.4,"0.122","no",60,1,0
"3171",10.42,"Verified",43.95,"0.249","no",60,1,3
"3172",11.98,"Source Verified",5.25,"0.307","no",60,3,8
"3173",7.96,"Verified",15.81,"0.452","yes",36,3,1
"3174",11.98,"Not Verified",6.02,"0.421","no",36,3,0
"3175",5.32,"Source Verified",15.13,"0.107","no",36,1,2
"3176",6.72,"Not Verified",20.07,"0.104","no",36,1,0
"3177",9.44,"Source Verified",0.69,"0.063","yes",36,2,4
"3178",6.07,"Source Verified",15.74,"0.113","no",36,3,1
"3179",21.45,"Source Verified",28.68,"0.896","no",36,2,9
"3180",12.62,"Verified",25,"0.112","no",36,1,1
"3181",13.58,"Source Verified",24.58,"0.463","no",36,3,5
"3182",25.82,"Verified",34.28,"0.439","no",60,1,1
"3183",5.31,"Not Verified",6.72,"0.008","no",36,3,2
"3184",15.04,"Source Verified",4.32,"0.069","no",60,2,5
"3185",6.08,"Not Verified",7.83,"0.510","no",36,2,2
"3186",10.42,"Not Verified",11.4,"0.186","no",36,2,3
"3187",6.72,"Source Verified",10.08,"0.123","no",36,1,2
"3188",16.02,"Not Verified",25.02,"0.836","no",60,2,2
"3189",22.9,"Source Verified",24.86,"1.168","no",60,3,1
"3190",15.04,"Source Verified",4.53,"0.025","no",60,3,0
"3191",10.41,"Source Verified",1.94,"0.269","no",36,3,5
"3192",9.93,"Source Verified",29.26,"0.125","no",36,1,2
"3193",15.05,"Not Verified",6.16,"0.068","no",60,1,1
"3194",16.02,"Source Verified",9.52,"0.074","no",60,1,1
"3195",26.77,"Source Verified",34.31,"0.701","no",36,3,0
"3196",12.62,"Source Verified",13.38,"0.071","no",36,1,1
"3197",13.58,"Not Verified",13.85,"0.135","no",60,3,0
"3198",9.44,"Verified",23.54,"0.408","no",60,1,1
"3199",10.42,"Source Verified",10.24,"0.867","no",36,2,0
"3200",10.9,"Not Verified",24.75,"0.093","no",60,3,2
"3201",11.99,"Source Verified",26.09,"0.847","no",36,2,1
"3202",9.44,"Source Verified",8.02,"0.286","no",36,1,1
"3203",9.93,"Source Verified",25.74,"0.263","no",36,2,1
"3204",14.08,"Verified",23.7,"0.506","no",60,1,2
"3205",11.98,"Source Verified",9.8,"0.754","no",36,3,1
"3206",11.99,"Source Verified",70.21,"0.932","no",60,1,1
"3207",16.02,"Verified",31.06,"0.149","no",36,2,1
"3208",9.43,"Not Verified",20.94,"0.193","no",36,3,13
"3209",5.31,"Not Verified",13.59,"0.162","no",36,2,4
"3210",9.93,"Not Verified",10.92,"0.178","no",36,2,1
"3211",15.05,"Source Verified",20.9,"0.478","no",60,1,4
"3212",9.43,"Not Verified",12.81,"0.133","no",36,3,1
"3213",16.02,"Not Verified",37.5,"0.401","no",36,2,0
"3214",15.04,"Source Verified",21.8,"0.157","no",60,3,2
"3215",9.93,"Source Verified",18.4,"0.294","no",36,1,4
"3216",14.08,"Source Verified",22.52,"0.358","yes",36,2,1
"3217",7.35,"Source Verified",12.64,"0.566","no",60,2,6
"3218",5.32,"Not Verified",17.27,"0.073","no",36,2,1
"3219",20,"Verified",31.92,"0.233","no",60,2,0
"3220",10.42,"Verified",0,"0.000","no",36,1,0
"3221",6.08,"Not Verified",12.6,"0.146","no",36,1,0
"3222",5.32,"Not Verified",23.16,"0.125","no",36,1,1
"3223",9.92,"Source Verified",17.24,"0.213","no",36,3,3
"3224",14.07,"Verified",31.4,"0.292","yes",60,3,2
"3225",9.93,"Verified",36.28,"0.779","no",36,1,4
"3226",6.72,"Source Verified",13.27,"0.153","no",36,1,1
"3227",15.04,"Verified",18.46,"0.875","no",36,3,2
"3228",9.44,"Source Verified",32.88,"0.617","no",36,2,2
"3229",10.91,"Verified",28.8,"0.177","yes",36,2,2
"3230",9.93,"Not Verified",15.09,"0.640","no",60,1,0
"3231",13.59,"Verified",33.99,"0.290","no",36,1,0
"3232",7.96,"Source Verified",10.98,"0.197","no",36,3,1
"3233",16.01,"Verified",12.03,"0.433","no",60,3,1
"3234",10.42,"Not Verified",19.16,"0.724","no",36,1,1
"3235",9.92,"Not Verified",20.29,"0.097","no",36,3,0
"3236",9.93,"Not Verified",27.41,"0.101","no",36,2,1
"3237",17.09,"Not Verified",15.84,"0.640","yes",36,2,4
"3238",7.35,"Verified",8.54,"0.503","no",36,2,3
"3239",16.02,"Not Verified",7.68,"0.691","yes",36,1,3
"3240",13.59,"Not Verified",13.5,"0.545","no",36,2,4
"3241",15.05,"Source Verified",10.49,"0.055","no",60,2,4
"3242",17.09,"Source Verified",16.11,"0.689","no",60,2,2
"3243",7.97,"Not Verified",17.52,"0.098","no",36,2,3
"3244",6.71,"Not Verified",12.78,"0.666","no",36,3,0
"3245",15.04,"Verified",16.27,"0.079","yes",60,3,3
"3246",15.05,"Source Verified",8.08,"0.090","no",60,2,2
"3247",30.75,"Verified",49.26,"0.747","no",60,3,4
"3248",19.03,"Not Verified",19.24,"0.947","no",36,2,0
"3249",10.9,"Source Verified",13.35,"0.231","no",36,2,4
"3250",13.59,"Not Verified",15.26,"0.320","yes",36,1,3
"3251",9.92,"Source Verified",21.91,"0.228","no",60,3,2
"3252",9.93,"Source Verified",28.94,"0.133","no",60,1,2
"3253",11.99,"Source Verified",19.31,"0.265","no",36,1,5
"3254",9.44,"Not Verified",31.67,"0.157","yes",60,2,1
"3255",12.61,"Not Verified",28.98,"0.810","no",36,2,2
"3256",7.97,"Source Verified",15.12,"0.351","no",36,2,1
"3257",10.9,"Source Verified",25.16,"0.206","no",60,3,3
"3258",11.99,"Not Verified",9.39,"0.421","no",36,2,0
"3259",10.42,"Source Verified",5.17,"0.039","yes",36,2,4
"3260",18.45,"Not Verified",24.13,"0.694","no",36,3,1
"3261",12.61,"Source Verified",23.92,"0.599","no",60,2,3
"3262",7.96,"Not Verified",31.64,"0.699","no",36,3,0
"3263",6.71,"Verified",19.62,"0.555","no",36,3,0
"3264",17.47,"Verified",24.65,"0.510","no",60,3,0
"3265",9.93,"Verified",22.47,"0.245","no",60,1,0
"3266",13.58,"Source Verified",15.24,"0.714","no",36,3,0
"3267",6.71,"Not Verified",16.93,"0.349","no",36,3,6
"3268",19.03,"Verified",23.79,"0.733","no",60,1,8
"3269",19.42,"Verified",17.43,"0.745","no",60,3,1
"3270",5.32,"Source Verified",13.47,"0.110","no",36,1,0
"3271",26.3,"Verified",3.47,"0.071","no",60,2,2
"3272",11.98,"Not Verified",18.79,"0.130","yes",60,3,3
"3273",9.93,"Source Verified",7.44,"0.047","no",36,1,1
"3274",5.32,"Source Verified",7.94,"0.099","no",36,2,0
"3275",11.99,"Source Verified",21.23,"0.145","no",36,2,2
"3276",11.99,"Source Verified",15.04,"0.194","no",36,1,5
"3277",21.45,"Verified",11.63,"0.303","no",60,2,7
"3278",12.61,"Not Verified",23.98,"0.822","no",36,3,0
"3279",7.96,"Verified",24.03,"0.589","no",36,3,5
"3280",11.98,"Not Verified",29.53,"0.245","no",60,2,2
"3281",9.44,"Source Verified",16.32,"0.087","yes",36,1,3
"3282",6.71,"Verified",0.78,"0.051","no",36,2,0
"3283",9.44,"Source Verified",9.73,"0.156","no",60,2,8
"3284",9.93,"Source Verified",5.6,"0.490","yes",36,2,0
"3285",5.32,"Verified",18.22,"0.373","no",36,2,0
"3286",9.93,"Source Verified",22.18,"0.388","no",60,2,7
"3287",5.32,"Not Verified",3.15,"0.149","no",36,1,1
"3288",13.59,"Source Verified",12.64,"0.149","no",36,1,14
"3289",15.05,"Not Verified",6.3,"0.721","no",36,1,2
"3290",6.72,"Source Verified",17.4,"0.154","no",36,1,3
"3291",9.92,"Verified",4.67,"0.183","no",36,3,5
"3292",7.35,"Not Verified",22.98,"0.435","no",60,1,1
"3293",12.62,"Verified",1.86,"0.033","no",60,1,2
"3294",7.96,"Not Verified",11.63,"0.409","no",36,3,0
"3295",12.61,"Verified",22.52,"0.146","no",36,3,0
"3296",10.42,"Not Verified",25.59,"0.764","no",36,1,0
"3297",24.85,"Verified",31.93,"0.946","no",36,1,0
"3298",21.45,"Source Verified",21.28,"0.649","no",60,1,0
"3299",16.02,"Not Verified",49.69,"0.595","no",60,2,1
"3300",5.32,"Not Verified",7.47,"0.159","no",36,1,1
"3301",15.05,"Source Verified",54.81,"0.275","no",60,2,1
"3302",16.01,"Not Verified",33.07,"0.451","no",36,2,7
"3303",17.47,"Source Verified",18.69,"1.203","yes",36,3,4
"3304",7.96,"Verified",49.44,"0.461","no",36,3,1
"3305",13.58,"Not Verified",9.18,"0.589","yes",36,2,1
"3306",6.72,"Source Verified",15.56,"0.131","no",36,1,0
"3307",6.07,"Verified",19.2,"0.213","no",36,3,2
"3308",6.08,"Not Verified",23.19,"0.111","no",36,1,0
"3309",14.08,"Source Verified",4.1,"0.552","no",36,2,2
"3310",12.62,"Verified",13.53,"0.504","no",60,1,5
"3311",7.97,"Verified",24.79,"0.701","no",36,1,1
"3312",19.03,"Source Verified",23.37,"0.859","no",60,1,2
"3313",10.41,"Not Verified",8.45,"0.214","yes",36,3,1
"3314",9.44,"Not Verified",20.32,"0.145","no",36,2,2
"3315",5.31,"Not Verified",6.34,"0.423","no",36,3,0
"3316",19.03,"Source Verified",21.26,"0.399","no",36,1,2
"3317",18.45,"Verified",20.59,"0.242","no",60,3,3
"3318",20,"Source Verified",23.96,"0.622","yes",60,1,0
"3319",6.08,"Not Verified",10.94,"0.178","no",36,1,0
"3320",7.97,"Not Verified",18.03,"0.329","no",36,1,0
"3321",6.72,"Not Verified",31.02,"0.293","no",36,2,0
"3322",15.05,"Verified",13.91,"0.098","no",36,1,9
"3323",13.58,"Source Verified",30.47,"0.730","no",36,2,0
"3324",13.59,"Not Verified",13.71,"0.162","no",60,1,0
"3325",6.07,"Not Verified",11.23,"0.058","no",36,3,3
"3326",21.85,"Not Verified",15.78,"0.575","yes",60,3,2
"3327",9.93,"Verified",50.77,"0.152","no",60,2,0
"3328",21.85,"Source Verified",6.77,"1.212","no",60,3,2
"3329",17.47,"Source Verified",25.55,"0.251","yes",60,3,5
"3330",12.62,"Source Verified",14.82,"0.121","no",60,1,1
"3331",6.71,"Not Verified",12.73,"0.438","no",36,3,1
"3332",11.99,"Source Verified",14.97,"0.243","no",36,1,0
"3333",19.42,"Not Verified",35.4,"1.024","no",36,3,1
"3334",9.92,"Verified",9.45,"0.859","no",60,3,1
"3335",7.34,"Verified",12.86,"0.130","no",36,3,0
"3336",12.61,"Not Verified",20.95,"0.865","yes",36,2,3
"3337",13.59,"Source Verified",12.76,"0.154","no",36,1,5
"3338",17.09,"Verified",39.77,"0.497","no",60,2,0
"3339",7.97,"Verified",6.7,"0.140","no",36,1,0
"3340",19.42,"Source Verified",38.24,"0.850","no",60,3,2
"3341",16.01,"Verified",19.78,"0.051","no",36,3,0
"3342",9.44,"Source Verified",22.78,"0.347","no",36,3,4
"3343",21.45,"Source Verified",3.65,"0.010","no",36,1,7
"3344",14.08,"Source Verified",15.33,"0.676","no",60,2,0
"3345",15.04,"Verified",31.13,"0.813","no",36,3,1
"3346",16.01,"Not Verified",8.05,"0.384","no",60,3,0
"3347",9.43,"Verified",45.47,"0.777","no",36,3,3
"3348",14.08,"Not Verified",33.31,"0.163","no",60,1,4
"3349",10.9,"Verified",10.77,"0.051","no",36,3,5
"3350",7.96,"Source Verified",26.71,"0.333","no",36,3,7
"3351",6.08,"Not Verified",14.53,"0.225","no",36,2,1
"3352",7.97,"Not Verified",30.06,"0.606","no",36,1,2
"3353",9.92,"Not Verified",20.5,"0.531","no",60,3,0
"3354",15.04,"Source Verified",19.08,"0.270","no",60,3,5
"3355",14.08,"Not Verified",18.14,"0.680","no",36,1,0
"3356",6.71,"Not Verified",27.31,"0.630","no",36,3,8
"3357",10.42,"Source Verified",8.15,"0.705","no",36,1,0
"3358",13.59,"Not Verified",26.62,"0.546","yes",36,1,2
"3359",13.59,"Not Verified",14.1,"0.664","no",60,1,4
"3360",20,"Not Verified",34.75,"0.688","no",36,2,0
"3361",9.44,"Not Verified",8.18,"0.205","no",36,2,1
"3362",6.72,"Source Verified",10.87,"0.993","no",36,1,0
"3363",11.99,"Verified",26.84,"0.279","no",60,1,1
"3364",13.59,"Source Verified",13.55,"0.531","no",60,1,1
"3365",11.99,"Verified",13.66,"0.152","no",36,2,3
"3366",13.59,"Not Verified",29.39,"0.446","no",60,2,3
"3367",10.91,"Source Verified",9.34,"0.074","no",36,1,1
"3368",21.45,"Verified",18.25,"0.673","no",60,3,1
"3369",6.08,"Not Verified",21.08,"0.268","no",36,2,2
"3370",5.32,"Not Verified",15.74,"0.326","no",36,2,0
"3371",18.06,"Not Verified",15.23,"1.402","no",36,2,0
"3372",21.85,"Source Verified",9.44,"0.637","no",60,3,1
"3373",23.87,"Verified",20.11,"0.782","no",60,3,1
"3374",5.31,"Not Verified",9.5,"0.560","no",36,3,0
"3375",6.71,"Source Verified",6.42,"0.114","no",36,3,3
"3376",19.42,"Verified",18.81,"0.648","no",36,3,1
"3377",7.97,"Not Verified",21.03,"0.438","no",36,1,0
"3378",7.97,"Not Verified",22.72,"0.380","no",36,2,0
"3379",16.02,"Verified",16.17,"0.098","no",36,2,2
"3380",18.06,"Not Verified",29.4,"0.500","no",60,2,8
"3381",5.31,"Not Verified",6.71,"0.027","no",36,3,2
"3382",10.91,"Verified",27.42,"0.876","no",36,2,2
"3383",15.04,"Source Verified",11.44,"0.507","no",36,3,2
"3384",13.58,"Source Verified",41.06,"0.369","no",60,3,1
"3385",20.39,"Source Verified",31.88,"0.276","yes",36,3,1
"3386",18.06,"Not Verified",7.27,"0.973","no",36,1,2
"3387",19.03,"Verified",35.66,"0.569","no",60,1,0
"3388",25.81,"Verified",29.94,"0.777","yes",60,2,3
"3389",15.04,"Source Verified",28.59,"0.683","no",60,2,4
"3390",7.96,"Not Verified",10.68,"0.011","no",36,3,1
"3391",11.98,"Source Verified",3.21,"0.073","no",36,3,10
"3392",5.32,"Verified",40.75,"0.420","yes",36,1,0
"3393",16.01,"Verified",30.75,"0.566","yes",36,3,2
"3394",9.92,"Source Verified",15.35,"0.403","no",60,3,4
"3395",18.45,"Verified",16.92,"0.159","no",36,3,2
"3396",16.02,"Source Verified",11.44,"0.579","no",36,2,2
"3397",7.97,"Source Verified",13.22,"0.696","no",36,1,3
"3398",13.59,"Not Verified",21.22,"0.641","no",36,2,0
"3399",16.01,"Not Verified",12.86,"0.110","no",60,3,5
"3400",9.44,"Not Verified",10.6,"0.102","no",60,1,0
"3401",11.99,"Source Verified",16.3,"0.112","no",36,1,1
"3402",12.61,"Not Verified",18.09,"0.101","no",60,3,3
"3403",14.07,"Not Verified",18.7,"0.304","no",36,3,4
"3404",10.91,"Not Verified",28.31,"0.373","no",36,2,0
"3405",7.96,"Source Verified",7.96,"0.623","no",36,3,1
"3406",7.97,"Source Verified",11.59,"0.648","no",36,1,7
"3407",18.06,"Verified",17.66,"0.877","no",36,1,1
"3408",10.91,"Source Verified",4.56,"0.080","no",36,3,1
"3409",21.85,"Verified",26.86,"1.227","no",36,3,6
"3410",11.99,"Source Verified",29.73,"0.376","no",36,1,3
"3411",10.91,"Verified",16.35,"0.612","yes",36,3,1
"3412",15.05,"Not Verified",24.91,"0.486","no",36,2,0
"3413",6.72,"Not Verified",4.46,"0.436","no",36,2,0
"3414",9.93,"Source Verified",11.41,"0.198","no",36,1,0
"3415",9.43,"Verified",17.27,"0.703","no",36,2,7
"3416",13.58,"Not Verified",34.73,"0.456","no",36,2,2
"3417",10.9,"Verified",36.32,"0.428","no",36,3,1
"3418",12.62,"Source Verified",24.6,"0.734","yes",36,2,3
"3419",9.92,"Not Verified",7.16,"0.226","no",36,3,1
"3420",11.98,"Source Verified",19.76,"0.092","no",60,3,1
"3421",15.05,"Not Verified",10.78,"0.364","no",36,1,0
"3422",7.97,"Not Verified",22.25,"0.431","no",36,1,0
"3423",18.45,"Verified",21.28,"0.684","no",60,3,2
"3424",15.04,"Verified",22.11,"0.221","no",60,2,2
"3425",13.59,"Source Verified",10.62,"0.088","no",36,1,1
"3426",12.62,"Verified",0.84,"0.265","no",60,1,0
"3427",9.44,"Source Verified",4.54,"0.043","no",36,1,1
"3428",19.03,"Source Verified",13.73,"0.585","no",60,2,10
"3429",6.71,"Not Verified",12.23,"0.076","no",36,3,1
"3431",7.96,"Not Verified",10.14,"0.543","yes",36,3,4
"3432",10.91,"Source Verified",42.67,"0.338","no",36,1,1
"3433",21.85,"Verified",24.53,"0.745","no",36,3,0
"3434",9.93,"Not Verified",10.95,"0.597","no",60,2,0
"3435",9.93,"Source Verified",9.13,"0.435","no",36,1,2
"3436",6.07,"Source Verified",5.82,"0.024","no",36,3,10
"3437",12.61,"Source Verified",7.85,"0.257","yes",60,3,1
"3438",18.45,"Source Verified",20.13,"0.142","yes",60,3,1
"3439",14.07,"Verified",21.91,"0.334","no",36,3,1
"3440",6.07,"Verified",14.85,"0.064","no",36,3,0
"3441",16.01,"Source Verified",9.18,"0.905","no",60,3,0
"3442",6.72,"Verified",24.31,"0.424","no",36,1,0
"3443",7.35,"Not Verified",13.09,"0.218","yes",36,1,1
"3444",9.92,"Verified",23.52,"0.944","yes",36,3,1
"3445",12.62,"Not Verified",28.72,"0.140","no",36,1,0
"3446",16.02,"Source Verified",22.19,"0.622","no",60,2,0
"3447",11.99,"Source Verified",44.72,"0.917","no",36,2,5
"3448",13.59,"Verified",32.36,"0.064","no",36,1,1
"3449",9.43,"Source Verified",12.14,"0.106","no",36,3,3
"3450",6.08,"Not Verified",14.08,"0.228","no",36,2,0
"3451",11.98,"Not Verified",35.8,"0.512","no",36,3,4
"3452",9.44,"Source Verified",26.88,"0.491","no",36,1,0
"3453",7.97,"Verified",38.96,"0.534","yes",36,1,0
"3454",10.42,"Not Verified",1.85,"0.121","yes",36,1,1
"3455",7.97,"Source Verified",21.31,"0.614","no",36,1,0
"3456",12.62,"Source Verified",27.37,"0.786","no",60,1,3
"3457",11.99,"Verified",38.55,"0.319","no",60,2,2
"3458",13.59,"Source Verified",7.14,"0.931","yes",60,1,2
"3459",21.45,"Verified",26.33,"0.413","no",36,1,0
"3460",7.34,"Source Verified",1.18,"0.018","no",36,3,1
"3461",18.06,"Source Verified",12.8,"0.336","no",36,1,1
"3462",7.34,"Verified",34.93,"0.447","no",36,3,0
"3463",9.92,"Verified",7.51,"0.178","no",60,3,1
"3464",16.01,"Source Verified",23.31,"0.293","no",60,3,2
"3465",10.9,"Source Verified",28.06,"0.229","no",36,3,3
"3466",9.44,"Source Verified",9.36,"0.472","no",36,2,2
"3467",25.82,"Not Verified",7.59,"0.470","no",60,1,0
"3468",20.39,"Source Verified",14.37,"0.671","no",60,2,0
"3469",7.97,"Source Verified",8.83,"0.086","no",36,1,2
"3470",10.91,"Source Verified",8.55,"0.226","no",36,1,2
"3471",10.41,"Source Verified",32.41,"1.051","no",36,3,0
"3472",10.42,"Source Verified",29.6,"0.209","no",36,2,2
"3473",26.3,"Not Verified",24.11,"0.343","no",60,1,1
"3474",7.96,"Source Verified",13.98,"0.184","no",36,3,5
"3475",15.04,"Not Verified",23.2,"0.567","no",60,3,0
"3476",19.42,"Not Verified",32,"0.302","no",60,3,1
"3477",6.08,"Verified",137.52,"0.080","no",36,2,0
"3478",7.34,"Not Verified",6.5,"0.055","no",60,3,1
"3479",18.06,"Source Verified",10.32,"0.137","no",36,1,1
"3480",5.32,"Not Verified",21.4,"0.105","no",36,1,3
"3481",11.99,"Source Verified",11.99,"0.143","no",36,1,2
"3482",5.31,"Source Verified",5.64,"0.087","no",36,3,0
"3483",7.35,"Source Verified",20.25,"0.202","no",36,1,9
"3484",11.99,"Source Verified",13.07,"0.602","no",36,1,0
"3485",9.44,"Verified",21.48,"0.361","no",36,2,1
"3486",21.45,"Verified",13.16,"0.183","no",36,1,1
"3487",6.08,"Verified",36.91,"0.647","no",36,1,2
"3488",12.62,"Verified",7.58,"0.479","no",36,1,6
"3489",11.99,"Verified",18.05,"0.254","no",60,1,11
"3490",7.97,"Verified",19.63,"0.609","no",36,2,0
"3491",10.42,"Verified",69.36,"0.333","no",60,2,0
"3492",10.9,"Source Verified",16.61,"0.359","no",36,3,0
"3493",10.9,"Source Verified",11.36,"0.199","no",60,3,1
"3494",15.05,"Verified",29.15,"0.558","yes",36,1,2
"3495",16.02,"Verified",11.91,"0.239","no",36,1,5
