interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
12.61,Source Verified,27.78,0.213724827,0,60,3,1,107401
16.02,Source Verified,11.47,0.152129791,0,60,1,16,45872
12.62,Not Verified,25.49,0.1893616,0,60,1,0,35532
7.97,Not Verified,16.11,0.604463293,0,36,3,0,43473
9.44,Not Verified,34.09,0.596319031,0,36,1,2,57413
13.59,Source Verified,11.5,0.267891566,1,36,3,9,4447
11.98,Verified,28,0.166888889,0,36,3,1,9012
10.91,Source Verified,17.18,0.5025,0,36,1,0,16683
26.77,Verified,11.7,0.11563515,0,60,2,2,44682
5.32,Not Verified,9.83,0.080935705,0,36,1,1,29582
12.62,Not Verified,28.52,0.450079035,0,36,2,1,13952
13.59,Source Verified,21.41,0.823975803,0,36,2,3,120958
19.03,Verified,26.83,0.522371516,1,60,1,3,38644
24.84,Not Verified,16.79,0.599139023,0,60,2,2,16562
17.47,Source Verified,13.22,0.852376178,0,60,3,0,107113
9.43,Source Verified,13,0.526897358,0,60,3,0,38767
7.35,Not Verified,37.5,0.836965672,0,36,1,0,125272
10.41,Not Verified,8.47,0.535057471,0,36,3,1,18620
11.99,Source Verified,19.78,0.231788386,0,36,1,0,115133
16.01,Not Verified,28.81,0.208809524,0,36,3,1,9647
12.62,Not Verified,21.97,0.116817534,0,60,1,3,55195
9.43,Source Verified,16.31,0.154300784,0,36,3,1,73780
6.08,Verified,3.25,0.014831303,0,36,1,1,3165
10.91,Verified,28.65,0.299319231,0,36,1,4,110667
7.97,Not Verified,23.13,0.917618332,0,36,1,0,84932
13.59,Verified,41.72,0.935906267,0,36,1,2,137231
16.02,Verified,11.59,0.046457807,0,36,2,2,4597
7.34,Not Verified,25.53,0.288296398,0,36,3,2,24340
14.07,Source Verified,28.52,0.411980923,0,36,3,2,50101
9.44,Source Verified,17.42,0.323138761,0,60,2,2,34328
12.61,Not Verified,26.28,0.816004912,0,36,3,2,35883
7.97,Not Verified,23.97,0.267011347,0,36,2,3,41367
10.42,Verified,10.1,0.252484779,1,36,2,0,4852
7.97,Not Verified,17.42,0.334517743,0,36,1,0,21465
21.45,Verified,20.77,0.445851064,0,36,2,0,4191
17.09,Source Verified,18.8,0.630999155,0,60,1,0,25375
10.42,Source Verified,8.2,0.159001891,0,60,2,0,23545
6.71,Not Verified,14.46,0.31324142,0,36,3,5,78134
9.92,Not Verified,16.58,0.77999808,0,36,2,4,40634
7.34,Not Verified,3.51,0.023973599,0,36,3,2,3872
21.85,Verified,20.71,0.703470786,0,60,3,2,82330
5.32,Not Verified,6.53,0.499210926,0,36,1,2,32898
9.43,Not Verified,19.68,0.525611827,0,36,3,1,38079
7.34,Source Verified,9.86,0.040268063,0,60,3,1,32279
26.3,Not Verified,12.02,0.3481499,0,36,1,3,8835
12.61,Not Verified,27.48,0.221760778,0,36,2,3,48325
11.98,Source Verified,11.53,0.152767563,0,60,3,2,89939
9.43,Not Verified,5.55,0.320815217,1,36,3,0,5903
10.42,Not Verified,19.18,0.502623574,0,36,1,1,105752
10.9,Not Verified,26.62,0.266483716,0,36,3,5,80598
10.9,Not Verified,29.43,0.198943572,0,36,3,0,93782
6.72,Not Verified,8.16,0.310257855,1,36,2,0,11563
7.96,Verified,18.15,0.599928571,0,36,2,0,8399
13.58,Source Verified,16.41,0.511590909,0,36,2,2,13506
7.34,Not Verified,15.71,0.059953586,0,60,3,1,29632
15.04,Verified,22.75,0.947579534,0,36,3,0,68745
6.08,Not Verified,13.58,0.08505337,0,36,1,3,31849
7.96,Not Verified,8.04,0.036035522,0,36,3,4,14531
6.07,Not Verified,9.54,0.131188406,0,36,3,5,11315
10.9,Source Verified,33.76,0.751717785,1,60,3,6,230948
6.72,Source Verified,26.71,0.157135034,0,36,2,5,63412
11.99,Not Verified,17.69,0.725313844,0,36,1,0,42177
15.04,Not Verified,6.09,0.03666788,0,36,3,4,14708
16.01,Verified,22.22,0.240201089,0,36,2,2,34545
7.34,Verified,64.47,0.441574919,0,36,3,7,148960
7.35,Not Verified,15.66,0.43207998,1,36,1,4,30383
5.31,Source Verified,13.2,0.28760806,0,36,3,0,72095
13.59,Source Verified,19.26,0.906704551,0,60,1,6,34783
9.43,Not Verified,21.98,0.287115126,0,36,3,2,58794
7.97,Not Verified,22.16,0.239344262,0,36,1,4,52779
6.07,Not Verified,11.83,0.422126722,0,36,3,1,19154
11.99,Not Verified,22.68,0.867860641,0,36,2,0,124052
14.08,Not Verified,20.93,0.145986538,0,60,1,0,33748
15.04,Not Verified,17.42,0.380724135,0,36,3,0,5163
7.35,Source Verified,16.51,0.715821501,0,36,1,0,45877
9.43,Source Verified,14.76,0.198615465,0,36,3,4,70005
11.98,Source Verified,24.01,0.146753781,0,36,3,1,73112
5.32,Not Verified,2.58,0.001733774,0,36,1,1,555
18.06,Verified,18.35,0.435215168,0,60,2,4,48251
11.98,Not Verified,30.96,0.182334148,0,36,3,0,43659
10.9,Not Verified,14.26,0.620162413,1,36,3,4,26729
21.45,Verified,21.85,0.880979592,0,60,1,0,43168
11.98,Source Verified,8.68,0.31945098,0,60,3,0,8146
6.07,Verified,11.16,0.110635228,0,36,3,0,51379
6.72,Not Verified,25.47,0.487246917,0,36,2,0,40021
10.41,Source Verified,23.22,0.177210594,0,60,3,0,63446
7.35,Verified,20.44,0.57660622,0,36,1,0,70271
10.9,Not Verified,22.05,0.757696581,0,36,3,1,46368
19.03,Not Verified,22.4,0.26950722,0,60,2,2,62430
6.71,Not Verified,13.18,0.070821517,0,36,2,2,47324
11.99,Source Verified,16.72,0.225057971,0,36,2,0,31058
10.42,Not Verified,7.58,0.387709251,0,36,1,2,8801
17.47,Not Verified,15,0.6471756,0,60,3,0,46618
9.93,Not Verified,31.53,0.675143789,0,36,1,1,113863
15.05,Source Verified,16.52,0.589362187,0,60,1,0,25873
10.9,Source Verified,9.06,0.090668795,1,60,2,3,19998
13.59,Source Verified,11.21,0.061914202,0,36,1,8,19989
19.03,Not Verified,24.46,0.927142148,0,36,1,1,283750
19.42,Not Verified,31.74,0.248349487,0,36,3,4,68952
19.03,Verified,0.86,1.028934871,0,36,1,1,30333
14.08,Verified,19.3,0.037894766,0,36,2,3,10834
6.08,Not Verified,38.22,0.689649651,0,36,2,0,137832
5.31,Source Verified,16.63,0.23729548,0,36,3,4,50384
13.59,Not Verified,22.52,0.139828332,0,60,1,2,17154
16.02,Source Verified,11.76,0.799374004,1,36,2,2,28604
14.08,Source Verified,12.49,0.581436106,0,36,2,3,34835
6.07,Source Verified,19.04,0.213899426,0,36,3,2,50073
11.98,Source Verified,31,0.387451663,1,36,3,2,20039
13.59,Verified,9.96,0.549351727,0,36,1,3,27795
10.41,Source Verified,17,0.652738612,0,36,3,3,55785
20,Source Verified,24.14,0.589414859,1,60,2,2,37653
7.97,Source Verified,23.52,0.75094126,0,36,1,0,53054
9.44,Not Verified,2.97,0.254,0,36,2,0,762
14.08,Source Verified,6.36,0.087735519,0,36,1,5,11292
21.45,Verified,32.36,0.419659001,0,36,2,1,34582
9.93,Source Verified,23.52,0.582569754,0,36,1,2,28229
12.61,Source Verified,33.54,0.41360697,0,36,3,3,106048
5.32,Not Verified,17.15,0.758017717,0,36,2,0,118084
7.96,Verified,11.87,0.629365102,1,36,3,0,22294
5.32,Source Verified,18.95,0.34133831,1,36,1,0,30545
7.35,Source Verified,6.1,0.060273944,0,36,1,6,23494
16.02,Verified,0,0,0,60,2,0,0
5.32,Not Verified,25.42,0.211152362,0,36,2,0,86450
6.72,Not Verified,14.17,0.103470584,0,60,2,0,43024
26.3,Source Verified,21.19,0.854357315,0,60,2,0,101390
12.62,Not Verified,27.32,0.183072111,0,60,2,1,30965
19.42,Source Verified,31.39,0.757275378,0,36,3,1,111920
11.98,Not Verified,11.82,0.853906501,0,36,3,15,61062
10.42,Source Verified,30.01,0.394366608,0,36,1,3,13511
7.97,Verified,NA,0.829692893,0,36,1,0,60814
9.43,Source Verified,9.52,0.047792099,0,36,3,0,12099
16.02,Verified,55.27,0.270839161,0,36,1,1,3873
10.42,Source Verified,35.87,0.513457365,0,36,1,2,72169
9.43,Not Verified,7.51,0.096419838,0,36,2,1,19714
14.08,Not Verified,28.19,0.244301726,0,36,2,5,66721
20,Not Verified,6.25,0.395754717,0,36,1,2,4195
20,Not Verified,4.35,0.474194623,1,60,1,2,27040
10.41,Not Verified,19.16,0.704887516,0,36,3,2,35594
18.45,Source Verified,32.04,0.799503499,0,60,3,7,64089
12.62,Verified,12.28,0.066770273,0,60,1,0,19162
10.42,Not Verified,6.9,0.731362624,0,36,1,0,36122
5.31,Source Verified,7.35,0.040214987,0,36,3,2,33648
11.99,Source Verified,14.07,0.576445183,1,36,1,1,52053
10.9,Not Verified,27.74,0.225446739,0,36,3,0,35704
17.09,Not Verified,70.48,0.690203562,0,60,3,0,27125
5.32,Not Verified,9.04,0.127383961,0,36,1,0,9578
22.9,Verified,11.47,0.105283901,0,36,3,5,39803
10.42,Source Verified,22.19,0.507721481,0,36,1,4,35343
10.42,Not Verified,22.58,0.480258782,1,60,2,0,31772
6.07,Not Verified,20.64,0.181208861,0,36,3,0,61777
14.07,Verified,25.45,0.123645307,0,60,3,1,62293
10.9,Verified,45.82,0.669799932,0,36,3,0,64915
10.91,Source Verified,10.11,0.077080751,0,36,1,0,14177
17.47,Not Verified,11.26,0.655030392,0,36,3,2,19721
12.62,Verified,30.34,0.239271984,0,36,1,0,38401
7.96,Verified,30.06,0.397991942,0,36,2,4,112814
7.97,Verified,21.33,0.582668919,1,36,1,0,17247
13.58,Verified,16.42,0.895625369,2,60,3,1,80480
26.77,Verified,12.84,0.26022769,1,60,2,3,69397
9.43,Not Verified,15.06,0.294834991,0,36,3,0,52996
23.88,Source Verified,39.73,0.301736465,0,36,1,1,125128
11.99,Not Verified,8.74,0.435878028,0,36,2,3,16124
6.07,Source Verified,15.31,0.121022648,0,36,2,1,33756
14.08,Not Verified,25.24,0.282545669,0,36,1,1,186238
14.07,Not Verified,15.43,1.134496978,0,36,3,1,80336
15.04,Not Verified,35.18,0.152217206,0,36,3,2,40663
7.34,Source Verified,13.92,0.342070934,0,36,3,1,39071
9.43,Not Verified,24.81,0.184564839,0,60,2,1,54997
9.92,Source Verified,23.13,1.047531655,0,60,3,3,425808
19.03,Not Verified,37.3,0.874903952,0,36,2,0,63763
15.04,Source Verified,13.28,0.253567599,0,60,3,10,104747
13.59,Source Verified,6.25,0.474818477,0,36,1,5,6147
11.99,Source Verified,17.46,0.154462006,0,36,2,1,82806
21.85,Verified,25.4,0.172416897,0,60,3,2,38315
10.91,Source Verified,22.48,0.446849918,1,36,2,2,38804
9.43,Not Verified,17.08,0.08478,0,60,3,3,4239
5.31,Not Verified,11.68,0.083452896,1,36,3,1,23906
5.31,Not Verified,4.87,0.194777778,0,36,3,0,8765
5.32,Not Verified,5.1,0.217058824,0,36,2,0,4428
7.97,Not Verified,34.92,0.644289631,0,36,1,1,68622
6.72,Source Verified,29.47,0.213904058,0,36,2,0,72660
15.05,Source Verified,13.19,0.092146426,0,60,2,2,56436
7.96,Source Verified,1.54,0.086494845,0,36,2,0,2517
18.06,Not Verified,26.09,0.672718779,0,36,1,2,43202
13.59,Source Verified,0.59,0.301529998,1,36,1,0,3508
17.09,Not Verified,9.07,0.511693548,0,36,2,2,12690
11.98,Source Verified,1.08,0.726617647,0,36,3,0,4941
11.99,Verified,16.74,0.026202509,0,36,2,0,8327
20,Not Verified,17.64,0.717816277,1,36,1,4,60036
7.35,Source Verified,17.02,0.065415391,0,60,2,2,22940
10.41,Not Verified,15.68,0.430839895,0,36,3,0,9849
10.42,Not Verified,23.13,0.182824302,0,36,2,4,48798
7.34,Not Verified,7.52,0.816764706,0,36,3,0,30547
7.34,Not Verified,17.21,0.325795374,0,36,3,1,27229
16.01,Verified,19.42,0.092734764,0,36,3,0,39366
15.05,Source Verified,21.56,0.617527707,0,36,1,0,18109
14.08,Source Verified,14.6,0.681062356,0,60,2,12,41286
9.92,Source Verified,25.88,0.421249964,0,60,3,0,29549
15.04,Verified,28.58,0.894209599,0,36,3,3,40615
9.44,Source Verified,5.98,0.51748753,1,36,1,5,17326
13.59,Not Verified,19.87,0.152313287,1,60,1,11,92012
6.72,Source Verified,17.52,0.306612421,0,36,2,1,25925
13.59,Source Verified,7.2,0.512056738,1,60,2,2,21660
30.79,Verified,32.69,0.230643336,0,60,1,2,99071
9.93,Verified,52.47,0.20557924,0,60,1,3,48174
15.05,Not Verified,17.28,0.226735138,0,60,1,5,52011
7.96,Verified,26.56,0.225937756,0,36,3,0,27587
7.34,Not Verified,22.45,0.587447654,0,36,3,0,66072
10.42,Source Verified,437.61,0.173137584,0,60,1,0,57468
14.08,Verified,23.07,0.656665297,0,36,2,0,28758
11.98,Not Verified,37.84,0.730642305,0,36,3,7,54465
7.35,Verified,13.75,0.723122924,0,36,2,1,54415
13.58,Verified,18.32,0.175219649,0,36,3,1,35100
13.58,Verified,2.38,0.034067985,0,60,3,3,5860
16.02,Not Verified,33.26,0.616032228,0,60,1,0,105514
7.35,Not Verified,13.51,0.597084825,0,36,1,1,46535
17.09,Not Verified,7.8,0.576979601,0,36,1,1,9815
15.05,Verified,29.67,0.130730802,0,36,1,3,29858
18.45,Source Verified,25.73,0.687208481,0,60,3,0,24310
19.42,Verified,30.28,0.702139535,0,36,3,3,98124
10.42,Source Verified,20.1,0.251511612,0,60,1,8,148791
14.08,Not Verified,19.77,0.48703338,1,36,2,2,15043
12.61,Source Verified,10.34,0.45407754,0,60,3,1,67930
19.03,Verified,23.33,0.170535241,1,60,2,7,22526
19.03,Verified,35.74,0.48520021,1,36,1,3,25834
7.34,Source Verified,13.64,0.571968191,1,36,3,0,23016
13.59,Not Verified,23.87,0.598274186,0,36,2,0,25237
9.44,Not Verified,7.68,0.558922182,1,36,1,1,14997
9.92,Source Verified,21.56,0.366883163,0,36,2,7,104390
26.77,Verified,26.73,0.395005332,0,60,3,3,27411
10.41,Not Verified,29.73,0.499909677,0,36,3,2,47045
19.03,Source Verified,12.03,0.226347262,1,36,2,3,93495
9.92,Not Verified,4.75,0.082142114,0,60,3,4,24491
11.99,Not Verified,24.05,0.59788287,1,36,2,2,43490
17.09,Not Verified,30.8,0.277670464,1,36,1,2,30762
11.98,Not Verified,5.27,0.407424242,0,36,3,0,8067
17.09,Source Verified,21.35,0.802631187,0,36,2,4,53932
10.41,Verified,12.56,0.117011038,0,36,3,0,26503
18.06,Source Verified,32.25,0.582326955,0,60,1,2,46532
6.72,Source Verified,24.68,0.561743462,0,36,2,0,45108
9.43,Source Verified,15.46,0.076716763,0,36,3,1,26544
21.45,Verified,11.07,0.813508772,0,36,1,1,13911
10.41,Source Verified,20.15,0.2265498,1,36,3,6,102432
11.99,Not Verified,32.65,0.199172385,0,36,2,0,52656
5.32,Verified,26.66,0.59124221,0,36,2,0,35578
9.44,Not Verified,7.04,0.053838204,0,60,1,0,17608
10.9,Not Verified,5.66,0.065188388,1,60,3,5,22281
9.44,Verified,22.74,0.413023683,0,36,2,2,360136
9.92,Not Verified,26.16,0.1283697,0,60,3,4,35081
7.35,Not Verified,3.1,0.018888889,0,60,1,2,3332
11.98,Source Verified,23.69,0.292361054,0,60,3,0,39279
7.96,Not Verified,25.06,0.364996441,0,36,3,0,25641
19.03,Source Verified,14.07,0.622879581,0,36,1,4,11897
10.91,Not Verified,20.92,0.83961063,0,36,1,6,61326
12.61,Source Verified,13.62,0.06555889,0,36,3,0,17478
10.41,Source Verified,5.83,0.08433678,0,36,3,1,51766
13.58,Source Verified,10.72,0.111515494,0,60,3,0,26872
9.92,Source Verified,21.67,0.566096467,0,36,3,1,19823
6.08,Source Verified,14.72,0.558344123,0,36,2,0,81937
13.59,Not Verified,13.29,0.744049181,0,36,2,3,59547
10.41,Not Verified,19.71,0.37628827,0,36,3,0,34795
21.85,Verified,19.1,0.828823426,0,60,3,1,23493
9.44,Source Verified,11.92,0.063607991,0,36,1,0,11026
7.97,Source Verified,25.38,0.337091495,0,36,2,8,203490
12.61,Source Verified,37.54,0.745293731,0,36,3,2,62355
7.34,Source Verified,35.6,0.698441546,1,36,3,1,112220
14.07,Not Verified,12.79,0.570499287,0,36,3,0,39992
16.01,Source Verified,61.31,0.25905145,0,36,3,3,48432
6.07,Source Verified,30.91,0.119568028,0,36,3,3,31909
10.42,Verified,36.66,0.623339211,0,36,3,1,154494
6.71,Not Verified,20.28,0.227715732,0,36,3,1,61169
7.35,Not Verified,9.38,0.200204499,0,36,1,0,19580
9.93,Not Verified,5.84,0.436444444,0,36,1,0,3928
12.61,Not Verified,10.04,0.754318537,1,36,3,2,17860
14.08,Not Verified,15.84,0.189787211,0,36,1,1,35141
9.44,Not Verified,11.96,0.572461538,0,36,2,1,29768
5.31,Source Verified,25.09,0.280762692,1,36,3,4,123026
12.61,Source Verified,24.66,0.086920823,0,36,3,1,25301
7.34,Verified,1.44,0.124981685,0,36,3,1,3412
6.07,Not Verified,19.74,0.131491399,0,36,3,0,30592
10.41,Verified,9.37,0.565779546,0,36,3,0,16497
19.42,Source Verified,9.48,0.35375,1,60,3,1,7358
6.08,Source Verified,13.29,0.048960765,0,36,1,1,12897
20,Source Verified,8.98,0.39820511,0,36,1,2,11004
5.32,Not Verified,18.28,0.537482703,0,36,2,0,77297
13.58,Verified,17.95,0.710757576,1,36,3,0,9382
11.98,Source Verified,19.3,0.472560886,0,36,3,4,32326
14.07,Not Verified,22.77,0.803845416,0,60,3,2,50295
15.05,Source Verified,18.42,0.649688376,0,60,2,3,47743
13.58,Verified,25.37,0.578550725,0,36,3,0,18962
10.42,Verified,13.73,0.357720844,0,60,1,3,274530
10.42,Verified,23.82,0.392035029,0,60,2,2,106187
5.32,Source Verified,4.2,0.418025526,0,36,1,3,33506
6.72,Verified,7.15,0.060424834,0,36,1,0,98339
7.97,Verified,28.27,0.398349363,0,36,2,3,256631
12.61,Source Verified,25.4,0.781481606,0,60,3,2,93001
9.92,Source Verified,8.55,0.348895582,0,36,3,1,17375
7.96,Not Verified,14.81,0.937821085,0,36,3,2,116649
13.59,Source Verified,4.57,0.289256737,0,60,1,3,177400
14.08,Source Verified,24.51,0.701089923,0,36,1,2,39817
23.88,Verified,27.86,0.880072513,0,60,2,7,109716
7.34,Not Verified,6.25,0.304092591,0,36,3,1,34603
21.45,Source Verified,17.71,0.738831075,0,36,1,3,47000
9.44,Not Verified,16.37,0.310902367,0,36,1,2,21017
12.62,Verified,11.78,0.733218083,0,36,1,3,22479
15.05,Source Verified,17.48,0.537632541,0,60,2,1,58817
13.58,Verified,36.71,0.624371781,0,36,3,4,49818
10.41,Verified,62.58,0.316204315,0,36,3,1,97445
9.93,Source Verified,24.41,0.272091619,0,36,1,2,184723
7.97,Not Verified,16.72,0.411643454,1,36,1,4,14778
17.09,Source Verified,17.68,0.178584999,0,60,2,5,54050
13.59,Source Verified,5.63,0.486359456,0,60,1,2,14280
14.07,Source Verified,14.97,0.527302264,0,36,3,5,51934
7.96,Source Verified,19.75,0.244217015,1,36,3,0,16322
21.45,Source Verified,23.49,0.502877596,0,60,2,1,88514
9.43,Not Verified,16.51,0.43699822,0,60,3,2,52036
9.44,Verified,12.34,0.242391871,0,36,2,2,9757
16.01,Verified,38.64,0.271888152,1,36,3,5,36113
7.97,Not Verified,28.81,0.308143676,0,36,2,3,25522
23.88,Verified,10.66,0.125430633,0,60,1,5,36336
19.42,Source Verified,18.33,0.592168426,0,60,2,0,98811
10.41,Source Verified,26.25,0.767343801,0,36,3,1,65878
19.03,Verified,27.52,0.744306868,0,60,1,4,49713
17.47,Verified,18.4,0.631473088,0,36,3,1,22291
10.91,Not Verified,13.01,0.648377264,0,36,1,1,21696
11.99,Source Verified,33.5,0.888592268,1,36,2,11,98193
10.91,Not Verified,15.16,0.616226658,0,36,2,2,19140
9.93,Source Verified,27.77,0.506290422,0,36,1,1,54328
14.07,Not Verified,28.13,0.376792453,0,36,3,0,7988
7.34,Not Verified,25.15,0.224808296,0,36,3,1,106480
7.97,Verified,7.81,0.426688387,0,36,1,4,40075
9.92,Not Verified,20.7,0.839404217,0,36,2,2,131423
13.59,Source Verified,4.32,0.484310345,0,60,1,0,5618
11.98,Source Verified,27.88,0.285509098,0,36,3,2,52279
21.45,Verified,26.25,0.220273997,0,60,3,0,64861
19.03,Verified,20.93,0.207458885,0,60,2,3,28509
7.96,Source Verified,17.05,0.142422892,0,36,3,4,98720
19.03,Verified,25.37,0.205954715,0,36,2,3,42023
16.01,Verified,11.43,0.337656904,0,60,2,3,8070
12.62,Not Verified,8.59,0.181843877,1,60,2,3,7077
5.31,Not Verified,9.31,0.07565813,0,36,2,1,25406
18.45,Verified,1.08,0.069421488,0,60,3,0,840
11.99,Not Verified,10.08,0.189944536,0,36,2,3,94966
15.04,Verified,25.67,0.588192306,0,36,3,2,22536
12.62,Source Verified,19.13,0.970491803,0,36,1,0,17760
6.08,Verified,5.58,0.049299385,0,36,1,2,17405
5.32,Verified,14.79,0.114199067,0,36,2,1,27301
20,Source Verified,34.44,0.694579033,0,60,2,0,51751
9.92,Not Verified,4.2,0.039413821,0,60,3,4,14658
17.47,Source Verified,2.76,0.781158626,0,60,2,0,8549
21.45,Source Verified,1.71,0.022069743,0,36,2,0,4503
13.58,Not Verified,19.41,0.383594974,0,36,3,6,27905
21.45,Source Verified,16.57,0.147760619,0,60,1,2,74069
16.01,Verified,20.87,0.678591412,0,36,3,4,37596
15.04,Source Verified,7.79,0.078027715,0,60,3,1,14274
20,Not Verified,15.71,0.731032408,1,36,1,0,19444
14.07,Source Verified,23.49,0.294515021,0,36,3,2,80655
10.9,Source Verified,11.56,0.651538956,0,60,3,0,18247
17.09,Source Verified,22.29,0.615849543,0,60,1,4,41063
7.34,Verified,8.36,0.026468285,0,60,3,1,9802
7.96,Source Verified,17.35,0.631983756,0,36,3,0,61626
6.07,Not Verified,7.08,0.070670634,0,36,3,2,7719
6.08,Source Verified,12.73,0.381847238,0,36,1,8,72399
10.9,Verified,13.64,0.322316281,0,60,3,2,63281
10.42,Source Verified,10.3,0.035106567,0,60,2,0,13627
13.58,Source Verified,11.63,0.196589877,0,60,3,6,42003
16.02,Source Verified,10.76,0.067410296,0,36,1,4,8642
7.97,Not Verified,12.13,0.102021133,0,36,1,3,33426
11.99,Not Verified,17.12,0.465864541,0,36,1,6,36125
17.09,Source Verified,24.37,0.127701284,0,60,1,4,24754
6.08,Verified,0.21,0.004696575,0,36,1,1,2701
9.44,Source Verified,16.61,0.125241251,0,36,1,0,38870
5.32,Not Verified,26.54,0.199273623,0,36,1,0,44827
9.93,Source Verified,3.63,0.247216981,0,36,1,0,5241
15.05,Source Verified,33.98,0.741898939,0,60,1,1,85788
14.07,Source Verified,6.73,0.114466233,0,36,2,9,20436
10.42,Not Verified,17.07,0.921918538,0,36,1,1,60547
12.62,Verified,36.5,0.727609416,1,36,1,0,40864
14.07,Not Verified,11.87,0.203634832,0,36,3,2,28527
14.07,Not Verified,29.87,0.147445499,0,36,3,0,55616
6.08,Not Verified,38.37,0.148186232,0,36,1,2,24355
9.44,Source Verified,9.91,0.422162277,0,36,2,0,5947
19.42,Not Verified,25.9,0.202561493,0,36,3,4,50943
20,Verified,20.78,0.388671299,0,36,1,0,18458
14.07,Source Verified,14.81,0.290407757,0,60,3,3,40254
9.93,Not Verified,21.65,0.069611885,0,36,2,1,19638
16.01,Source Verified,33.64,0.151849671,0,36,2,6,15475
16.01,Source Verified,16.56,0.501561772,0,60,2,1,21517
15.05,Verified,35.41,0.724594713,0,36,1,0,72587
13.58,Verified,35.11,0.245168821,0,36,3,0,69105
10.42,Source Verified,10.02,0.46847973,0,60,2,0,13867
12.62,Source Verified,11.84,0.169229239,0,60,1,0,17016
12.62,Source Verified,28.78,0.611235955,0,36,1,2,40800
6.08,Not Verified,31.72,0.676939451,0,36,1,1,85226
18.06,Verified,37.51,0.566578635,1,36,2,1,59212
10.42,Not Verified,21.28,0.425141149,1,36,2,3,25602
10.9,Verified,39.27,0.333956544,0,60,3,0,154329
7.96,Not Verified,17.88,0.847215089,0,36,2,7,118766
9.93,Not Verified,9.35,0.568111511,0,36,2,0,31220
9.93,Source Verified,4.12,0.130184697,0,36,1,0,9868
15.05,Source Verified,23.24,0.210453062,0,36,1,1,88002
9.43,Source Verified,15.45,0.528375352,0,36,3,0,46003
10.9,Source Verified,8.28,1.66127829,0,36,2,1,783821
10.42,Source Verified,7.26,0.127647741,0,36,1,6,37640
7.97,Source Verified,11.27,0.266510521,0,36,1,2,50294
5.31,Not Verified,22.03,0.447413996,0,36,3,0,60970
7.35,Not Verified,21.83,0.457942736,0,36,1,1,21592
5.31,Not Verified,6.17,0.238915663,0,36,3,0,7932
16.02,Source Verified,5.52,0.243722045,0,36,1,3,15257
6.72,Not Verified,7.74,0.070930757,0,36,1,0,27703
17.47,Source Verified,2.5,0.608333333,0,60,3,0,3650
9.43,Not Verified,13.72,0.15656963,0,36,3,1,19900
15.04,Not Verified,21.75,0.599909849,0,36,3,0,26618
7.96,Source Verified,17.98,0.180866133,0,36,2,0,160115
19.03,Verified,46.08,0.332172103,0,60,2,5,60643
5.32,Not Verified,5.9,0.059926343,0,36,2,1,13831
13.58,Verified,25.52,0.231182513,0,60,3,3,70439
10.9,Source Verified,17.68,0.487328352,0,36,3,1,42977
11.99,Not Verified,9.3,0.411878788,0,36,2,2,6796
